doi,refcodes,year,count,url,core,name_dicts,compound_dicts
10.1039/D1CE00833A,['AZOGII'],2021,1,https://pubs.rsc.org/en/content/articlehtml/2021/CE/D1CE00833A?page=search,CE,"{'1': '[Zn(μ-O,O′-ACA)(ACA)(py)]n', '2': '[Zn(ACA)2(3-phpy)2]·EtOH', '3': '[Zn(ACA)2(2,2′-bipy)]·4EtOH', '4': '[Zn(ACA)2(1,10-phen)][Zn(ACA)2(1,10-phen)]·3EtOH', '5': '[Zn(ACA)2(terpy)]·2DMF', '6': '[Zn(ACA)2(mpterpy)]·4MeOH', '4a': 'ZnO3N2'}","{'2': ['(3-phpy)', '[Zn(ACA)2(3-phpy)2]·EtOH', '3-phpy'], '3': ['(2,2′-bipy)', '[Zn(ACA)2(2,2′-bipy)]·4EtOH', '2,2′-bipy'], '4': ['(1,10-phen)', '[Zn(ACA)2(1,10-phen)][Zn(ACA)2(1,10-phen)]·3EtOH', '1,10-phen']}"
10.1039/C5CE00591D,['NUKBOM'],2015,1,https://pubs.rsc.org/en/content/articlehtml/2015/CE/C5CE00591D?page=search,CE,{'1': '[Bmim]2[Mg6(NDC)5(HNDCH)2(HCOO)2]'},"{'H2NDC': ['1,4-naphthalenedicarboxylic']}"
10.1039/D0DT03098H,['XADPAX'],2020,1,https://pubs.rsc.org/en/content/articlehtml/2020/DT/D0DT03098H?page=search,DT,{'1': '[Cu(nip)(4-phpy)2]n'},"{'1': ['[Cu(nip)(4-phpy)2]n'], 'H2nip': ['5-nitroisophthalic', '5-nitro']}"
10.1039/C4CE00867G,['LOHTUZ'],2014,1,https://pubs.rsc.org/en/content/articlehtml/2014/CE/C4CE00867G?page=search,CE,{'1': '{[(CO32−)@Ag20(StBu)10(CH3COO)8(DMF)2]·2H2O}n'},{}
10.1039/C9DT00966C,['EGEKEJ'],2019,1,https://pubs.rsc.org/en/content/articlehtml/2019/DT/C9DT00966C?page=search,DT,"{'1': 'MnIII2MnII(μ3-O)(L1)3', '2': 'Na[MnII2MnIII(μ3-O)(L2)3]', '3': '(L3)3Mn2+4(μ4-O)(CH3OH)', 'X1': '(O2CCH3)6(3-MePy)3]ClO4', 'X2': '(3-MePy)3]ClO4', 'X3': '[Mn3IIIμ3-O(O2CCMe3)6(Im)3]-(Me3CCO2)·0.5Me3CCO2H', 'X4': 'μ3-O(O2CCMe3)6(1-MeIm)3]', 'X5': '(Py)2(H2O)]0.5Py', 'X6': '[Mn3IIIμ3-O(O2CC3H7)6-(Py)3]ClO4', 'X7': '(O2CPh)6(Py)2(H2O)]·0.5MeCN', 'X9': '(benzoato)6(Py)3]', 'X11': '(benzoato)6(Py)2(H2O)]', 'L': 'Mn(II)', '4': 'Mn(L)(CH3OH)3'}",{}
10.1039/D0DT03938A,['QALHEU'],2020,1,https://pubs.rsc.org/en/content/articlehtml/2020/DT/D0DT03938A?page=search,DT,"{'1': '[Hg(LI)I]n', '2': 'Hg(HLII)I2'}","{'HLI': ['2-((3-(2-nitrophenyl)allylidene)amino)benzenethiol'], 'HLII': ['N’-(3-nitrobenzylidene)isonicotinohydrazide']}"
10.1039/D1DT00764E,['ESAFIQ'],2021,1,https://pubs.rsc.org/en/content/articlehtml/2021/DT/D1DT00764E?page=search,DT,{'TIF-1': 'I2d'},{'dia': ['3-peridic']}
10.1039/D1NJ00863C,"['ORAJID', 'ORAJOJ']",2021,2,https://pubs.rsc.org/en/content/articlehtml/2021/NJ/D1NJ00863C?page=search,NJ,"{'1': '{[Dy2(BDPT)1.5(DMF)4]·H2O}n', '2': '[Sm2(BDPT)1.5(DMF)4]n'}",{}
10.1039/C9DT00991D,"['XEQMOV02', 'XEQMUB01', 'XEQNAI01']",2019,3,https://pubs.rsc.org/en/content/articlehtml/2019/DT/C9DT00991D?page=search,DT,"{'1': '{[Ca(oABA)2(H2O)3]}n', '2': '{[Sr(oABA)2(H2O)2]·H2O}n', '3': '{[Ba(oABA)2(H2O)]}n'}",{}
10.1039/C4DT02239D,['COHYEF'],2014,1,https://pubs.rsc.org/en/content/articlehtml/2014/DT/C4DT02239D?page=search,DT,"{'1': '[Cu(t-chxnP2]BF4,)', '3': 'Mn(CO)3(Br)(t-chxnP2)', '4': 'Mn(CO)3(OSO2CF3)(t-chxnP2)', '6': '[Mn(CO)3(dibenzo,chxn-9aneP3-H2,PhF)]OTf', '9': '[Fe(η5-C5H5)(NCMe)(t-chxnP2)]PF6', '10': '[Fe(η5-C5H5)(P{o-F–C6H5}3)(t-chxnP2)]PF6', '11': '[(η5-C5H5)Fe(dibenzo,chxn-9aneP3-H2,PhF)]PF6', '12': '[(η5-C5H5)Fe(dibenzo,chxn-9aneP3-{C6H11}2,PhF)]PF6', '13c': '[Mn(CO)3(1R,2S-chxn)(MeCN)]PF6', '14c': '[Mn(CO)3(1R,2S-chxn-9anePN2-Bz,H2)]PF6', '2': '{[Ag(t-chxnP2)2]OTf}n', '5': '[Mn(CO)3{P(C6H4F)3}(t-chxnP2)]OTf', '8': 'Mn(CO)2(Br)(dibenzo,chxn-9aneP3-Me2,PhF)', '13t': '[Mn(CO)3(1R,2R-chxn)(MeCN)]PF6', '14t': '[Mn(CO)3(1R,2R-chxn-9anePN2-Bz,H2)]PF6', '15t': '[Mn(CO)3(1R,2R-chxn){PBz(C3H5)2}]PF6', '15c': '[Mn(CO)3(1R,2S-chxn)(PPh{C3H5}2)]PF6', '7': 'C32H34FIMnO4P3', '16c': 'C21H31Cl2F6MnN2O3P2'}","{'14c': ['[Mn(CO)3(cis-chxn-9anePN2-Bz,H2)]PF6', '[Mn(CO)3(1R,2S-chxn-9anePN2-Bz,H2)]PF6'], '8': ['Mn(CO)2(Br)(dibenzo,chxn-9aneP3-Me2,PhF)'], '14t': ['[Mn(CO)3(1R,2R-chxn-9anePN2-Bz,H2)]PF6'], 'TPA': ['1,3,5-triaza-7-phosphadamantane']}"
10.1039/b107193a,"['QURWUV', 'QURXAC', 'QURXEG', 'QURXIK']",2001,4,https://pubs.rsc.org/en/content/articlehtml/2001/07/b107193a?page=search,7,"{'1': '[Ag2(μ3-hmt)2(MeCN)](ClO4)2', '2': '[Ag(μ3-hmt)(ba)]·H2O', '4': '[Ag(μ3-hmt)(sal)]·H2O', '3': 'C13H19AgN4O3'}","{'1': ['[Ag2(μ3-hmt)2(MeCN)](ClO4)2'], '2': ['[Ag(μ3-hmt)(ba)]·H2O'], '4': ['[Ag(μ3-hmt)(sal)]·H2O'], 'X': ['1-hydroxy-2-naphthate', '3-nitrobenzoate']}"
10.1039/C7NJ00389G,['WAVLOX'],2017,1,https://pubs.rsc.org/en/content/articlehtml/2017/NJ/C7NJ00389G?page=search,NJ,"{'1': '[Cu4(1,4-ndc)4(L)2]·H2O·2DMF'}","{'1': ['[Cu4(1,4-ndc)4(L)2]·H2O·2DMF'], '1,4-H2ndc': ['1,4-naphthalenedicarboxylate'], 'L': ['1-(1-(1H-imidazol-1-yl)naphthalen-4-yl)-1H-imidazole']}"
10.1039/C3CE41512K,"['QISLOV', 'QISWOG']",2013,2,https://pubs.rsc.org/en/content/articlehtml/2013/CE/C3CE41512K?page=search,CE,"{'1': '[{Mn(tren)(trenH2)}{Mn(tren)}4V15Ge6O48(H2O)0.5]·(tren)·2H2O', '2': '[{Ni(tren)}4(trenH2)2V15Ge6O48(H2O)]·2H2O', '3': '(trenH2)2[{Co(tren)}4V15Ge6O48(H2O)]'}",{'tren': ['tris(2-aminoethyl)amine']}
10.1039/c0ce00149j,"['QAGVUR', 'QAGWAY', 'QAGWEC', 'QAGWIG', 'QAGWOM', 'QAGWUS', 'QAGXAZ', 'QAGXED']",2010,8,https://pubs.rsc.org/en/content/articlehtml/2010/ce/c0ce00149j?page=search,ce,"{'1': '{Fe(bipy)2(NCS)2}n', '1·2trichloroethene': 'C26H18Cl6FeN6S2', '1·2toluene': 'C36H32FeN6S2', '1·2nitrobenzene': 'C34H26FeN8O4S2', '1·2ether': 'C30H36FeN6O2S2', '1·4acetone': 'C34H40FeN6O4S2', '1·3CS2': 'C25H16FeN6S8', '1·3methanol': 'C26H28FeN6O3S2', '1·2nitromethane·methanol': 'C25H26FeN8O5S2', '2': '{M(bipy)2(NO3)2}n', '3': '{Cu(bipy)2(BF4)2}n'}","{'btr': ['4,4′-bitriazole'], 'bpb': ['1,4-bis(pyridyl)butadiyne']}"
10.1039/C9GC03626A,['DOZHIM'],2020,1,https://pubs.rsc.org/en/content/articlehtml/2020/GC/C9GC03626A?page=search,GC,"{'h': 'Cu(I)', 'i': 'Cu(II)–OO˙'}","{'1': ['1-Phenyl-2-phenoxyethanol', '1-phenyl-2-phenoxyethanol', '2-phenoxy-1-phenylethanol'], '1a': ['2-phenoxy-1-phenylethanone'], 'bbi': ['1,1′-(1,4-butanediyl)bis(imidazole)']}"
10.1039/b921483f,"['SAVSEP', 'SAVSIT']",2010,2,https://pubs.rsc.org/en/content/articlehtml/2010/21/b921483f?page=search,21,"{'1': '[Mn3(ip)3(bipy)2]n·2nH2O', '2': '[Mn(ip)(bipy)(H2O)2]n·nH2O'}","{'bipy': ['2,2′-bipyridine']}"
10.1039/D0NJ01750G,['BULMON'],2020,1,https://pubs.rsc.org/en/content/articlehtml/2020/NJ/D0NJ01750G?page=search,NJ,{'1': '{[Zn2(BIP)2(L)]·2H2O}n'},"{'H4L': ['5,5′-(triazole-2,5-diyl)diisophthalic']}"
10.1039/C6DT03755K,"['DAMYOI', 'DAMYUO']",2017,2,https://pubs.rsc.org/en/content/articlehtml/2017/DT/C6DT03755K?page=search,DT,"{'1': 'C64H40Er3O21', '2': 'C64H40Tm3O21'}",{}
10.1039/B801103F,['SIZPUN'],2008,1,https://pubs.rsc.org/en/content/articlehtml/2008/01/B801103F?page=search,1,{'1': '[Zn24(L)8(H2O)24]n'},"{'H4L2': ['5-methoxy-1,3-benzenedicarboxylic']}"
10.1039/c2dt11992g,"['CAVSOJ', 'CAVSUP', 'CAVTAW']",2012,3,https://pubs.rsc.org/en/content/articlehtml/2012/dt/c2dt11992g?page=search,dt,"{'1': 'La(H5DTMP)·7H2O', '2': 'La(H5DTMP)', '3': 'La(H5DTMP)·2H2O'}","{'H8TDTMP': ['methylenephosphonic'], 'H8DTMP': ['methylenephosphonic']}"
10.1039/C9RA07031A,"['NOYSUS', 'NOYTAZ', 'NOYTED', 'NOYTIH']",2019,4,https://pubs.rsc.org/en/content/articlehtml/2019/RA/C9RA07031A?page=search,RA,"{'1': '{[Co2(L1)2(L2)2·(H2O)2]n·3H2O}', '2': '{[Co2(L1)2(L3)2·(H2O)2]n·4H2O}', '3': '{[Co(L1)2(HL3)2]n·2CH3CN}', '4': '{[Co(L1)(HL3)2·(H2O)2]n}'}",{}
10.1039/c0ce00475h,['EMUTEM'],2011,1,https://pubs.rsc.org/en/content/articlehtml/2011/ce/c0ce00475h?page=search,ce,{},{}
10.1039/D0DT03227A,"['XADSOO', 'XADSOO01']",2020,2,https://pubs.rsc.org/en/content/articlehtml/2020/DT/D0DT03227A?page=search,DT,"{'1': 'Co(NCS)2(4-bromopyridine)4·(CH3CN)0.67', '2': 'Co(NCS)2(4-bromopyridine)2(H2O)2', '3': 'Co(NCS)2(4-bromopyridine)2(CH3OH)2', '4': 'Co(NCS)2(4-bromopyridine)2(CH3CN)2', '5-I': 'Co(NCS)2(4-bromopyridine)2', '5-II': '[Co(NCS)2(4-bromopyridine)2]n'}","{'1': ['Co(NCS)2(4-bromopyridine)4·(CH3CN)0.67'], '2': ['Co(NCS)2(4-bromopyridine)2(H2O)2'], '3': ['Co(NCS)2(4-bromopyridine)2(CH3OH)2'], '4': ['Co(NCS)2(4-bromopyridine)2(CH3CN)2'], '5-I': ['Co(NCS)2(4-bromopyridine)2'], '5-II': ['[Co(NCS)2(4-bromopyridine)2]n'], 'L': ['4-acetylpyridine']}"
10.1039/C6NJ00855K,"['AQEXIF', 'AQEXOL']",2016,2,https://pubs.rsc.org/en/content/articlehtml/2016/NJ/C6NJ00855K?page=search,NJ,"{'1': '[Ni(L)La(OAc)(NO3)2(Py)(CH3OH)]·CH3OH', '3': '1∞[Ni(L)La(NO3)3(4,4′-bipy)(CH3OH)]', '4': '1∞[Ni(L)Tb(NO3)3(4,4′-bipy)]', '5': 'Ni(L)Dy(OAc)(NO3)2(4,4′-bipy)', '6': '{Ni(L)La(NO3)2(DMF)(CH3OH)}2(bdc)', '7': '{Ni(L)Gd(NO3)2(DMF)(CH3OH)}2(bdc)', '8': '{Ni(L)Tb(NO3)2(DMF)}2(bdc)', '9': '{Ni(L)Dy(NO3)2(DMF)}2(bdc)'}","{'3': ['1∞[Ni(L)La(NO3)3(4,4′-bipy)(CH3OH)]'], '4': ['1∞[Ni(L)Tb(NO3)3(4,4′-bipy)]'], '5': ['Ni(L)Dy(OAc)(NO3)2(4,4′-bipy)']}"
10.1039/c0cc02942d,['MAKXAZ'],2010,1,https://pubs.rsc.org/en/content/articlehtml/2010/cc/c0cc02942d?page=search,cc,{},"{'bpdc': ['4,4′-biphenyldicarboxylate'], 'bpe': ['1,2-bis(4-pyridyl)-ethane']}"
10.1039/C4RA00745J,['MODFES'],2014,1,https://pubs.rsc.org/en/content/articlehtml/2014/RA/C4RA00745J?page=search,RA,"{'1': '{[Eu(aip)(H2O)5]·0.5(bdc)·3H2O}n', '2': '{[Tb(aip)(H2O)5]·0.5(bdc)·3H2O}n'}","{'H2aip': ['5-aminoisophthalic'], 'H2bdc': ['1,4-benzenedicarboxylic']}"
10.1039/C9CC06416H,['KOXSIC'],2019,1,https://pubs.rsc.org/en/content/articlehtml/2019/CC/C9CC06416H?page=search,CC,{'Eu-TPC': '[Eu(TTTPC)(H2O)2]·2NO3·Br·8H2O'},"{'H3TTTPCBr3': ['1,1′,1′′-(2,4,6-trimethylbenzene-1,3,5-triyl)-trimethylene-tris-(4-carboxypyridinium)tribromide']}"
10.1039/b408458f,['ABINEF'],2004,1,https://pubs.rsc.org/en/content/articlehtml/2004/08/b408458f?page=search,8,{},{}
10.1039/b911481e,['MUDKOM'],2009,1,https://pubs.rsc.org/en/content/articlehtml/2009/11/b911481e?page=search,11,{'1': 'Zn2(C2O4)(C2N4H3)2·(H2O)0.5'},{}
10.1039/C4CE00586D,"['SOJZUO', 'SOKBAX']",2014,2,https://pubs.rsc.org/en/content/articlehtml/2014/CE/C4CE00586D?page=search,CE,"{'L1': '(triyl)tris(methylene))tris(pyridin-4(1H)-one', '1': '[Eu(L1)·(NO3)3]·3H2O', '2': '[Tb(L1)·(NO3)3]·nH2O', '3': '[Sm(L1)·(NO3)3]·nH2O', '4': '[Ce(L1)·(NO3)3]·nH2O', '5': '[Gd(L1)·(NO3)3]·nH2O'}",{}
10.1039/C4TB00133H,['BOGJEO'],2014,1,https://pubs.rsc.org/en/content/articlehtml/2014/TB/C4TB00133H?page=search,TB,{'CuL2·C4H8O2': 'Cu(II)'},"{'HL': ['1,7-bis(4-ethyloxy-3-methyloxy-phenyl)-1,6-heptadiene-3,5-dione']}"
10.1039/c1ce05489a,"['EBOSEV', 'EBOSIZ']",2011,2,https://pubs.rsc.org/en/content/articlehtml/2011/ce/c1ce05489a?page=search,ce,"{'1': '[Eu2(H2L)2(C2O4)2]·2.51H2O', '2': '[Tb2(H2L)2(C2O4)2]·2.46H2O'}",{}
10.1039/C6DT00152A,"['VAKCUI', 'VAKDAP', 'VAKDIX', 'VAKDOD', 'VAKHAT', 'VAKHEX', 'VAKHIB']",2016,7,https://pubs.rsc.org/en/content/articlehtml/2016/DT/C6DT00152A?page=search,DT,"{'1': '1∞[La2Cl6(bpe)2(thz)6]', '2': '3∞[CeCl3(bpe)2]·thz', '3': '3∞[PrCl3(bpe)2]·thz', '8': '3∞[DyCl3(bpe)2]·thz', '11': '3∞[YbCl3(bpe)2]·thz', '13': 'C61H61Cl6Gd2N11', '14': 'C61H61Cl6Er2N11', '9': '3∞[HoCl3(bpe)2]·thz', '10': '3∞[ErCl3(bpe)2]·thz', '4': '3∞[NdCl3(bpe)2]·thz', '6': '3∞[GdCl3(bpe)2]·thz', '5': '3∞[SmCl3(bpe)2]·thz', '7': '3∞[TbCl3(bpe)2]·thz', '12': '3∞[LuCl3(bpe)2]·thz'}","{'bipy': ['4,4′-bipyridine'], 'Tz−': ['1,2,3-triazolate'], 'dcb': ['1,4-dicarboxybenzene']}"
10.1039/C5RA13582F,"['XUTLUV', 'XUTMAC', 'XUTMEG', 'XUTMIK', 'XUTMOQ', 'XUTMUW']",2015,6,https://pubs.rsc.org/en/content/articlehtml/2015/RA/C5RA13582F?page=search,RA,"{'1': '{[Cd2(μ4-L)(μ3-OH)(phen)2]·2H2O}n', '2': '{[Mn3(μ5-L)2(phen)2(H2O)]·H2O}n', '3': '[Cd2(μ3-L)(H2biim)2(μ2-Hbiim)]n', '4': '{[Pb2(μ4-L)(μ4-bpdc)0.5(phen)2]·H2O}n', '5': '[Cd2(μ5-L)(μ2-bpdc)0.5(phen)2]n', '6': '[Zn2(μ4-L)(μ2-bpdc)0.5(py)2]n'}","{'1': ['{[Cd2(μ4-L)(μ3-OH)(phen)2]·2H2O}n'], '3': ['[Cd2(μ3-L)(H2biim)2(μ2-Hbiim)]n'], '4': ['{[Pb2(μ4-L)(μ4-bpdc)0.5(phen)2]·H2O}n'], '5': ['[Cd2(μ5-L)(μ2-bpdc)0.5(phen)2]n'], '6': ['[Zn2(μ4-L)(μ2-bpdc)0.5(py)2]n'], 'phen': ['1,10-phenanthroline'], 'H2biim': ['2,2′-biimidazole'], 'H2bpdc': ['4,4′-biphenyldicarboxylic']}"
10.1039/C3DT53535E,['HIVBAR'],2014,1,https://pubs.rsc.org/en/content/articlehtml/2014/DT/C3DT53535E?page=search,DT,"{'2a': 'H(O)C-1-C6H4-4-SiRR′Me', '1a': '1-Br–C6H4-4-SiRR′Me', '1c': 'CH2CHCH2', '3a': 'H2TPP(4-SiRR′Me)4', '3c': 'CH2CHCH2', '4a': 'Zn(II)-TPP(4-SiMe2(CH2CHCH2))4', '4b': 'CH2CHCH2', '5a': 'H2TPP(4-SiRR′′Me)4', '6a': 'Zn(II)-TPP(4-SiMe2((CH2)3OH))4', '6b': 'CH2CH2CH2OH', '8a': '1-H(O)C–C6H4-4-Si(C6H4-1,4-SiRR′Me)3', '8c': 'CH2CHCH2', '7a': '1-Br-C6H4-4-Si(C6H4-1,4-SiRR′Me)3', '7c': 'CH2CHCH2', '9bA': 'N1A', '9bB': 'N4A', '3b': 'H2TPP(4-SiMe2(CH2CHCH2))4', '9b': 'H2TPP(4-Si(C6H4-4-Si(CH2CHCH2)Me2)3)4'}","{'2a': ['H(O)C-1-C6H4-4-SiRR′Me'], '1a': ['1-Br–C6H4-4-SiRR′Me'], '3a': ['H2TPP(4-SiRR′Me)4'], '4a': ['Zn-TPP(4-SiRR′Me)4', 'Zn(II)-TPP(4-SiMe2(CH2CHCH2))4'], '5a': ['H2TPP(4-SiRR′′Me)4'], '6a': ['Zn(II)-TPP(4-SiRR′′Me)4', 'Zn(II)-TPP(4-SiMe2((CH2)3OH))4'], '8a': ['1-H(O)C–C6H4-4-Si(C6H4-1,4-SiRR′Me)3'], '7a': ['1-Br-C6H4-4-Si(C6H4-1,4-SiRR′Me)3'], '3b': ['H2TPP(4-SiMe2(CH2CHCH2))4', 'meso-Tetrakis(4-allyldimethylsilylphenyl)porphyrin'], '9b': ['H2TPP(4-Si(C6H4-4-Si(CH2CHCH2)Me2)3)4'], '2c': ['4-Diallylmethylsilylbenzaldehyde'], '3c': ['meso-Tetrakis(4-diallylmethylsilylphenyl)porphyrin']}"
10.1039/b302631k,"['OJOQAF', 'OJOQEJ', 'OJOQEJ01']",2003,3,https://pubs.rsc.org/en/content/articlehtml/2003/02/b302631k?page=search,2,"{'1': 'Cu(HCO2)2(pyz)', '2': 'Cu(HCO2)2(bipy)'}","{'bipy': ['4,4′-bipyridine']}"
10.1039/C5TA00322A,['WUCWIC'],2015,1,https://pubs.rsc.org/en/content/articlehtml/2015/TA/C5TA00322A?page=search,TA,{'1': '[Tb(L)(OH)]·x(solv)'},"{'H2L': ['5-(4-carboxyphenyl)pyridine-2-carboxylate'], 'BMI': ['1-butyl-3-methylimidazolium']}"
10.1039/C8DT04836C,['GOCFIQ'],2019,1,https://pubs.rsc.org/en/content/articlehtml/2019/DT/C8DT04836C?page=search,DT,{'1': 'Dy(L)(HL)(phen)'},{}
10.1039/C9CC06164A,['LOXSAV'],2019,1,https://pubs.rsc.org/en/content/articlehtml/2019/CC/C9CC06164A?page=search,CC,"{'1': 'CoII2[IrIII(ppy-COOH)2(ppy-COO)]2(HOCH2PO3)·12H2O·2.5DMF', '1@600': 'Co3O4'}",{}
10.1039/c1cc15687j,['SAKNOJ'],2012,1,https://pubs.rsc.org/en/content/articlehtml/2012/cc/c1cc15687j?page=search,cc,{},"{'H2HTDBD': ['4,4′-(6-hydroxy-1,3,5-triazine-2,4-diyl)bis(azanediyl)dibenzoic'], 'DMF': ['N,N-dimethylformamide']}"
10.1039/C7DT03339G,['ADONEP'],2017,1,https://pubs.rsc.org/en/content/articlehtml/2017/DT/C7DT03339G?page=search,DT,{'1': '[(CuI2I2)CuII4(pdc)4(H2O)4]·4DMSO'},{}
10.1039/D0CE01233E,['NACRIW'],2020,1,https://pubs.rsc.org/en/content/articlehtml/2020/CE/D0CE01233E?page=search,CE,"{'1': '[Cd(i-mnt)(DMSO)2]n', '2': '{[Cd(i-mnt)pn]·2H2O}', '3': '[Cd(i-mnt)3][Cd(tren)2]2'}","{'pn': ['1,2-diamino']}"
10.1039/C6RA06303A,"['CUTBEA', 'CUTBIE', 'CUTBOK']",2016,3,https://pubs.rsc.org/en/content/articlehtml/2016/RA/C6RA06303A?page=search,RA,"{'M3': 'C23H23N3O6', '1': 'Tb(TAIP)(DMF)2', '2': '[La(TAIP)(DMF)2]·(DMF)0.5', '3': 'Eu(TAIP)(DMF)2'}",{'M1': ['Diethyl-5-azidoisophthalate']}
10.1039/C9DT01544B,"['GOJJIB', 'GOJJOH', 'GOJJUN']",2019,3,https://pubs.rsc.org/en/content/articlehtml/2019/DT/C9DT01544B?page=search,DT,"{'1': '[Co2(PR43)(BDC)2Cl2]·4H2O', '2': '[Co2(PR43)(BTC)2]·6H2O', '3': '[Co2(PR43)(BPT)2]·20H2O'}",{}
10.1039/C5CE00768B,"['YUGLAP', 'YUGLUJ', 'YUGMAQ']",2015,3,https://pubs.rsc.org/en/content/articlehtml/2015/CE/C5CE00768B?page=search,CE,"{'1': 'Ag4(2-btz)4(HPMo2VMo10VIO40)', '2': 'Ag4(2-btz)4(SiW12O40)', '3': '[Ag4(2-btz)5K(SiWVW11VIO40)]·13H2O', '4': 'Cu4(2-btz)16(Mo8O26)2', '5': '[Cu3(3-btz)8(H2O)4](PMo12O40)2·4H2O', '6': '[Cu7(3-btz)16(OH)2(H2O)4(P2W18O62)2]·16H2O'}","{'1': ['Ag4(2-btz)4(HPMo2VMo10VIO40)'], '2': ['Ag4(2-btz)4(SiW12O40)'], '3': ['[Ag4(2-btz)5K(SiWVW11VIO40)]·13H2O'], '4': ['Cu4(2-btz)16(Mo8O26)2'], '5': ['[Cu3(3-btz)8(H2O)4](PMo12O40)2·4H2O'], '6': ['[Cu7(3-btz)16(OH)2(H2O)4(P2W18O62)2]·16H2O']}"
10.1039/D0DT02642E,"['DUYSAU', 'DUYSEY', 'DUYSIC', 'YARFEG']",2020,4,https://pubs.rsc.org/en/content/articlehtml/2020/DT/D0DT02642E?page=search,DT,"{'lvt': '[Cu(Hmpba)2]·4MeOH·1H2O', 'sql': 'sql-[Cu(Hmpba)2]·2ACN'}",{}
10.1039/D0NJ05530A,['IKEFOW'],2021,1,https://pubs.rsc.org/en/content/articlehtml/2021/NJ/D0NJ05530A?page=search,NJ,{},"{'3': ['3-(chlorodinitromethyl)-5-methyl-1,2,4-oxadiazole'], '1': ['N′-Hydroxy-3-carboximidamide-5-methyl-1,2,4-oxadiazole'], '2': ['chloride-5-methyl-1,2,4-oxadiazole'], '4': ['(5-methyl-1,2,4-oxadiazol-3-yl)dinitromethanide'], '5': ['(5-methyl-1,2,4-oxadiazol-3-yl)dinitromethanide']}"
10.1039/b100067p,['XENCUO'],2001,1,https://pubs.rsc.org/en/content/articlehtml/2001/00/b100067p?page=search,0,"{'1': 'Zn2(tp)(4,4′-bpy)V2O6', '3': '[H2pn][Mn(C2O4)(V4O12)]'}","{'1': ['Zn2(tp)(4,4′-bpy)V2O6'], '4,4′-bpy': ['4,4′-bipyridine'], 'pn': ['propane-1,3-diamine']}"
10.1039/b817229c,['BONLEW'],2009,1,https://pubs.rsc.org/en/content/articlehtml/2009/17/b817229c?page=search,17,{'1': '[CuSCN(L)]·(DMF)0.5'},"{'L': ['1,3-di(pyridin-4-yl)propane'], 'DMF': ['N,N-dimethylformamide']}"
10.1039/b401691b,"['BETHUE', 'BETJAM']",2004,2,https://pubs.rsc.org/en/content/articlehtml/2004/01/b401691b?page=search,1,"{'1': 'Cu2(im)3', '2': 'Cu3(im)4'}",{}
10.1039/C8DT02070A,"['UDIVIP', 'UDIVOV', 'UDIXEN']",2018,3,https://pubs.rsc.org/en/content/articlehtml/2018/DT/C8DT02070A?page=search,DT,"{'1': '[Co3(HL)2(H2O)4]·2H2O', '2': 'Cu(H2L)H2O', '3': '[Fe3(L)2(H2O)3OH]·2H2O', '4': '[Cu2(L)(4,4′-bipy)1.5(H2O)2]·3H2O', '5': 'Co(H2L)(4,4′-bipy)0.5', '6': 'Ni(H2L)(4,4′-bipy)0.5'}","{'4': ['[Cu2(L)(4,4′-bipy)1.5]·5H2O', '[Cu2(L)(4,4′-bipy)1.5(H2O)2]·3H2O', '4,4′-bipy', '4,4′-Bipy-containing'], '5': ['Co(H2L)(4,4′-bipy)0.5'], '6': ['Ni(H2L)(4,4′-bipy)0.5', '4,4′-bipy', '4,4′-Bipy-containing']}"
10.1039/D0QI00231C,['OHAQAS'],2020,1,https://pubs.rsc.org/en/content/articlehtml/2020/QI/D0QI00231C?page=search,QI,{},{}
10.1039/b809701a,['VONDAE'],2008,1,https://pubs.rsc.org/en/content/articlehtml/2008/09/b809701a?page=search,9,"{'1': '[Zn2(L)2(OH)](ClO4)3', '2·CH2': '[Zn4(L)2(OAc)6(OH)2]·CH2', '3·4H2O': '[Zn5(L)2(OAc)10]n·4nH2O', 'L': 'Bis(7-methyl-1,8-naphthyridine-2-ylamino)methane', '2': 'Zn4(L)2(OAc)6(OH)2', '3': '[Zn5(L)3(OAc)10]n'}","{'L': ['bis(7-methyl-1,8-naphthyridine-2-ylamino)methane', 'Bis(7-methyl-1,8-naphthyridine-2-ylamino)methane'], 'tpda': ['2,6-bis(2-pyridylamino)pyridine']}"
10.1039/b418341j,['FIKQIA'],2005,1,https://pubs.rsc.org/en/content/articlehtml/2005/18/b418341j?page=search,18,{'1': '{[Cd(dpp)(sip)(H2O)3]·0.5Cd(H2O)6·5H2O}n'},"{'dpp': ['1,3-di(4-pyridyl)propane'], 'NaH2sip': ['5-sulfoisophthalic'], 'H2biim': ['2,2′-biimidazole']}"
10.1039/C3RA44910F,"['DIRNAV', 'DIRNEZ']",2013,2,https://pubs.rsc.org/en/content/articlehtml/2013/RA/C3RA44910F?page=search,RA,{},"{'bipy': ['4,4′-bipyridine'], 'bpye': ['1,2-bis(4-pyridyl)ethane']}"
10.1039/C5RA21557A,"['JAFLOU', 'JAFLUA']",2015,2,https://pubs.rsc.org/en/content/articlehtml/2015/RA/C5RA21557A?page=search,RA,"{'1': '[Tb2(HCOO)2(bct)2]·H2O', '2': '[Eu2(HCOO)2(bct)2]·H2O', '3': '[Gd2(HCOO)2(bct)2]·H2O'}",{}
